540 0 0.1111 0 2 22 0 0.8889 0 0 0 0 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 3 9 0 0 0 0 0 0
543 0 0 0 31 72 0 0.7093 0 0 0 0.0349 0 0 0 0 0 0 0.0349 0 0.3333 0.3333 0 0 32 36 0.2035 0.0174 0 0 0 0
550 0 0 1 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
555 0 0.1224 0 33 22 0 0.7347 0 0 0 0.0408 0 0 0 0 0 0.0408 0.0408 0 0.3333 0.3333 0 0 33 30 0.0204 0 0 0 0 0
561 0 0.2857 0 3 9 0 0.4286 0 0.1905 0 0.0952 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 3 6 0 0 0 0 0 0
564 0 0.0771 0 25 71 0 0.1113 0 0.7388 0 0 0.0064 0 0 0 0 0 0.0664 0 0.3333 0.3333 0 0 25 46 0 0 0 0 0 0
566 0 0.0859 0 10 47 0 0.2184 0.1706 0.1193 0 0.3007 0 0.0477 0 0 0 0.0573 0 0 0.3333 0.3333 0 0 11 32 0 0 0 0 0 0
568 0 0 0.3333 5 11 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 6 3 0 0 0 0 1 0
577 0 0 0 6 1 0 0 0.1429 0 0.1429 0 0 0 0 0 0 0 0 0 0 0 0 0 6 5 0.7143 0 1 0 0 0
580 0 0 0 10 2 0 0.7119 0.0847 0 0.0508 0 0 0 0 0 0 0 0 0.0508 0 0 0 0 8 12 0 0 0 0 0 0
583 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 13 0 0 0 0 0 0
590 0 0 0.8571 4 60 0.0571 0 0 0 0 0 0 0 1 0.0857 0 0 0 0 0 0 0 0 5 7 0 0 0 0 1 0
593 0 0 0.6 2 0 0 0 0 0 0 0 0 0.2 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
594 0 0 0.75 9 60 0.1667 0 0 0 0 0 0 0.0833 1 0 0 0 0 0 0 0 0 0 9 7 0 0 0 0 0 0
596 0 0 0.9 7 8 0 0 0 0 0 0 0 0 1 0 0.1 0 0 0 0 0 0 0 6 8 0 0 0 0 0 0
604 0 0 1 28 272 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 29 26 0 0 0 0 1 0
615 0 0 0.4444 5 3 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.5556 0 0 0 0 5 8 0 0 0 0 1 0
619 0 0 0.0199 14 91 0.7164 0 0 0 0.0299 0 0 0 0.5 0 0 0 0 0.1393 0.5 0 0 0 15 24 0 0.0149 0 0.0498 0 0
626 0 0 0 2 0 0 0 1 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 0 2 0 0 0 0 0 0
628 0 0 0 40 12556 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 41 283 0 0 0 0 0 0
639 0 0 1 18 30 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0.3333 0 0 0.3333 19 9 0 0 0 0 0 0
640 0 0 0 8 65 0 0 0.0372 0 0 0 0 0 0.3333 0 0 0 0 0.0559 0.3333 0 0 0.3333 9 15 0 0 0 0 0 0
645 0 0 0 4 3 0 0.3333 0 0 0 0 0 0.3333 1 0 0 0 0 0 0 0 0 0 4 3 0 0 0 0 1 0
649 0 0.127 0 10 166 0 0.0317 0 0.5238 0 0.0952 0 0.0317 0 0 0 0 0.1905 0 1 0 0 0 10 17 0 0 0 0 0 0
651 0 0 1 4 2 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0.3333 0 0 0.3333 3 3 0 0 0 0 0 0
659 0 0 0.3043 7 17 0 0 0 0 0 0 0 0.087 0.3333 0 0.6087 0 0 0 0.3333 0 0 0.3333 8 13 0 0 0 0 0 0
662 0 0 0.72 6 52 0 0 0 0 0 0 0 0.2 0.5 0 0 0 0 0 0 0 0 0.5 6 5 0 0 0 0 1 0
664 0 0 0.2927 9 7 0 0.0976 0 0 0.1463 0 0 0 0.3333 0 0 0 0 0.0976 0 0 0 0 10 5 0 0.0732 0 0 0 0
670 0 0 0 10 61 0.5385 0.1538 0 0 0 0 0 0 0.3333 0 0 0 0 0.1538 0 0 0 0 11 4 0 0 0 0.1538 0 0
671 0 0 0 9 36 0 0 0.0488 0 0.9512 0 0 0 0.3333 0 0 0 0 0 0 0 0 0 10 9 0 0 0 0 0 0
681 0 0 0 1 0 0 0 0 0 1 0 0 0 0.3333 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
682 0 0 0.9333 4 17 0 0 0 0 0 0 0 0 1 0 0 0 0 0.0333 0 0 0 0 4 8 0 0.0333 0 0 0 0
697 0 0.1333 0 6 53 0 0.1111 0.0667 0.0444 0 0.6444 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 7 10 0 0 0 0 0 0
703 0 0 1 19 2297 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 20 81 0 0 0 0 0 0
704 0 0 1 10 36 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 10 14 0 0 0 0 0 0
705 0 0 1 12 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 12 6 0 0 0 0 0 0
710 0 0 1 7 30 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 8 6 0 0 0 0 0 0
711 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
714 0 0 0.5217 2 12 0.1304 0 0 0 0 0 0 0 1 0.1739 0 0 0 0 0 0 0.1739 0 2 3 0 0 0 0 0 0
720 0 0 0.7143 2 0 0.2857 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
722 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
724 0 0 0.1765 12 64 0.6471 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 13 9 0 0 0 0 0 0
731 0 0 0 9 53 0 0 0 0 0.0323 0 0 0 0 0 0 0 0 0.0645 0 0.5 0 0 10 16 0 0 0 0.9032 0 0
733 0 0 0.9 7 8 0 0 0 0 0 0 0 0 1 0 0.1 0 0 0 0 0 0 0 6 8 0 0 0 0 0 0
735 0 0 0.3333 1 4 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.2222 0 0 0 0 1 2 0 0 0 0.2222 0 0
743 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 1 2 0 0 0 0 0 0
750 0 0 0 1 2 0 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0 1 0 0 0 2 1 0 0 0 0 0 0
761 0 0 0 6 23 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.5 6 11 0 0 0 0 0 0
768 0 0 0 6 39 0 0.5385 0 0.1538 0 0.3077 0 0 0 0 0 0 0 0 0.5 0 0 0 6 6 0 0 0 0 0 0
770 0 0 0.3333 5 18 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 5 4 0 0 0 0 0 0
775 0 0.1008 0.0252 11 72 0 0.0168 0 0.4538 0 0.2605 0 0.1008 0 0 0 0 0.042 0 0.5 0 0 0 11 24 0 0 0 0 0 0
778 0 0.0612 0 14 52 0 0.2857 0 0.0408 0 0.3673 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 14 12 0 0 0 0 0 0
782 0 0 0 7 39 0.0645 0 0 0.1935 0 0 0 0.6452 0.5 0 0 0 0 0 0.5 0 0.0968 0 8 9 0 0 0 0 0 0
783 0 0.3158 0 2 9 0 0.3684 0 0 0 0.1579 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 2 9 0 0 0 0 0 0
787 0 0 0 18 57 0 0.7632 0.0263 0.0263 0 0.0395 0.0395 0 0 0 0 0 0.0789 0 0.3333 0.3333 0 0 19 20 0.0263 0 0 0 0 0
796 0 0.6818 0 3 22 0 0.2273 0.0248 0 0 0.0413 0 0 0 0 0 0.0248 0 0 0.3333 0.3333 0 0 4 13 0 0 0 0 0 0
804 0 0.0101 0 20 65 0 0.5336 0.2953 0 0 0.0201 0.0201 0 0 0 0 0.0168 0.0134 0 0.3333 0.3333 0 0 20 59 0.0101 0 0 0 0 0
806 0 0.1429 0 3 5 0 0.8571 0 0 0 0 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 3 4 0 0 0 0 0 0
820 0 0.4 0 25 9 0 0.4769 0.0231 0 0 0.0308 0 0 0 0 0 0.0231 0 0 0.3333 0.3333 0 0 25 15 0 0.0462 0 0 0 0
823 0 0 0 18 1323 0 0 0 0 0 0 0 1 0.5 0 0 0 0 0 0.5 0 0 0 18 43 0 0 0 0 0 0
830 0 0.0213 0 27 65 0 0.0213 0 0.0426 0 0.8936 0 0 0 0 0 0.0213 0 0 0.3333 0.3333 0 0 26 25 0 0 0 0 0 0
831 0 0 0 9 30 0 0 0 0.7391 0 0.0652 0 0.087 0.5 0 0 0 0.0652 0 0.5 0 0 0 10 11 0 0.0435 0 0 0 0
834 0 0.4493 0 17 110 0 0 0 0.0435 0 0.2899 0 0 0 0 0 0.2174 0 0 0.3333 0.3333 0 0 17 18 0 0 0 0 0 0
848 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0
849 0 0 0.0199 14 91 0.7164 0 0 0 0.0299 0 0 0 0.5 0 0 0 0 0.1393 0 0 0 0 15 24 0 0.0149 0 0.0498 1 0
852 0 0.1667 0 7 99 0 0.1 0 0.5667 0 0.0667 0 0.05 0 0 0 0 0.05 0 0.3333 0.3333 0 0 8 9 0 0 0 0 0 0
858 0 0 0 6 22 0 0.0435 0.087 0 0 0 0 0 0 0 0 0.8696 0 0 0 0 0 0 5 13 0 0 0 0 0 0
863 0 0.4286 0 4 3 0 0 0 0.1429 0 0.4286 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 4 4 0 0 0 0 0 0
868 0 0 0 10 25 0 0.1111 0.7407 0 0.0278 0 0 0.0185 0 0 0 0.0463 0 0 0 0 0 0 10 22 0 0 0 0 0 0
869 0 0 0 8 153 0 0 0.5784 0 0 0 0 0 0 0 0 0.4216 0 0 0 0 0 0 8 41 0 0 0 0 0 0
879 0 0 0 3 3 0 0.2 0 0 0 0 0 0.6 0.3333 0 0 0 0 0 0.3333 0 0 0.3333 2 2 0 0.2 0 0 0 0
886 0 0 0.8041 13 28 0 0 0 0 0 0 0 0 1 0 0 0 0.0309 0 0 0 0.1237 0 13 10 0 0.0412 0 0 0 0
888 0 0 0 4 28 0 0.1875 0.25 0 0 0.1875 0 0 0 0 0 0.0937 0.1875 0 0.3333 0.3333 0 0 4 7 0.0937 0 0 0 0 0
902 0 0 0.125 2 13 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0.3333 0 0.875 0.3333 3 5 0 0 0 0 0 0
912 0 0 0 5 29 0 0.2857 0 0.1429 0 0 0 0.0714 0 0 0 0 0.1429 0 0.5 0 0 0 5 6 0.2857 0.0714 0.5 0 0 0
913 0 0 0 8 53 0 0 0.0282 0 0 0 0.9718 0 0 0 0 0 0 0 0.5 0 0 0 9 13 0 0 0.5 0 0 0
918 0 0 1 8 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 7 3 0 0 0 0 0 0
919 0 0 0.2838 16 53 0.0811 0 0 0 0 0 0 0 1 0 0 0 0.027 0 0 0 0 0 17 15 0 0 0 0 0 0
927 0 0.25 0 3 9 0 0.375 0 0 0 0 0.25 0 0 0 0 0.125 0 0 0.5 0 0 0 4 5 0 0 0.5 0 0 0
931 0 0 0.6667 4 10 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0.3333 0 0 0.3333 5 2 0 0 0 0 1 0
935 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 2 2 1 0 0.5 0 0 0
936 0 0 0 27 9372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 27 213 0 1 0.5 0 0 0
